Record ID,Company name,Company Domain Name,Website URL,LinkedIn Company Page,Phone Number,Street Address,City,State/Region,Postal Code,Country/Region,Industry,Number of Employees,Lifecycle Stage,Company owner,Last Activity Date,Create Date,Number of Associated Contacts,Number of Associated Deals,Lead Status,Number of Form Submissions,Recent Conversion Date,First Conversion,Additional Domains
8682315949,L'École de design Nantes Atlantique,lecolededesign.com,lecolededesign.com,https://www.linkedin.com/company/ecole-de-design-nantes-atlantique, +33 2 51 13 50 70,Rue Christian Pauc,Nantes,Pays de la Loire,44300,France,Design,400,,Lisa Israelovitch,2023-10-10 21:04,2022-05-12 14:29,2,,,0,,,
39370513770,Krewe Anesthesia,kreweanesthesia.com,kreweanesthesia.com,https://linkedin.com/company/krewe-anesthesia,19854389589,3915 North Arnoult Road,Metairie,Louisiana,70002,United States,Hospital & Health Care,30,Contact,,,2025-09-11 13:33,1,,,0,,,
9705333904,Kreative Ventures,kreativ-ventures.net,kreativ-ventures.net,,16302485296,700 North Sacramento Boulevard,Chicago,Illinois,60612,United States,Consumer Services,,Lead,,2025-01-22 16:00,2022-09-30 14:17,1,,,0,,,
34453671190,KPMG,kpmg.com,kpmg.com,https://linkedin.com/company/kpmg, +1 201-307-7155,333 Bay Street,Toronto,Ontario,M5H 2S5,Canada,Accounting,235813,Contact,Lisa Israelovitch,2025-08-29 11:30,2025-05-29 17:43,7,,,0,,,
30401006373,King Faisal Specialist Hospital & Research Centre,kfshrc.edu.sa,https://kfshrc.edu.sa,https://linkedin.com/company/kfshrc,966114647272,,Riyadh,Riyadh Region,,Saudi Arabia,Hospital & Health Care,3,Contact,Lisa Israelovitch,,2025-02-26 10:21,3,,New,,,,
8924542027,KIAI Conseils RH,kiaiconseilsrh.com,kiaiconseilsrh.com,https://linkedin.com/company/ki-ai-conseils-rh-inc, +1 514-206-8454,95 Rue Saint-Laurent Ouest,Longueuil,Quebec,J4H 1L9,Canada,Human Resources,5,,,2023-05-31 15:30,2022-06-15 17:01,1,,,0,,,
15970626459,Ki3 Photonics,ki3photonics.com,ki3photonics.com,https://linkedin.com/company/ki3-photonics-technologies-inc,,2547 Rue Sicard,Montreal,Quebec,H1V 2Y8,Canada,,5,Contact,Lisa Israelovitch,2023-06-20 11:00,2023-06-05 17:42,1,,,0,,,
50931959147,KapiolaniMedCenter,kapiolani.org,kapiolani.org,,,,Honolulu,Hawaii,,United States,,10,Contact,,,2026-02-10 7:57,1,,,1,2026-02-10 7:57,Learn more about AssistIQ and enter to win an Oura Ring: Demo Request,
9034648104,Kaleida Health,kaleidahealth.org,kaleidahealth.org,https://www.linkedin.com/company/kaleida-health, +1 716-859-5600,100 High St,Buffalo,NY,14203,United States,Hospital & Health Care,10000,,Lisa Israelovitch,2023-12-20 9:00,2022-07-01 11:26,29,,,0,,,
42848511667,Kaiser Permanente Washington Health Research Institute,kpwashingtonresearch.org,kpwashingtonresearch.org,https://linkedin.com/company/kaiserpermanentewashingtonresearch, +1 510-271-5940,1730 Minor Avenue,Seattle,Washington,98101,United States,"Health, Wellness and Fitness",300,Contact,Josh Buehler,,2025-10-27 8:00,10,,New,0,,,
15706735115,Kaiser Permanente,kp.org,kp.org,https://linkedin.com/company/kaiser-permanente, +1 510-271-5940,9800 S E Sunnyside Rd,Oakland,California,94612,United States,Hospital & Health Care,89460,Contact,Lisa Israelovitch,2023-05-11 20:10,2023-05-10 12:11,26,,New,2,2025-10-29 15:10,Coffee at Beckers: Pitchers - 2025,kaiserpermanente.org
50076894863,KAFKA - Digital Signage Solutions,kafka.com,kafka.com,https://linkedin.com/company/kafka-ltda,,,Bogota,Distrito Capital de Bogota,,Colombia,Information Technology and Services,3,Contact,Lisa Israelovitch,2026-02-04 11:10,2026-01-28 9:32,1,,,0,,,
46922746888,Jupiter Medical Center,jupitermed.com,jupitermed.com,https://linkedin.com/company/jupiter-medical-center, +1 561-744-4470,1210 South Old Dixie Highway,Jupiter,Florida,33458,United States,Hospital & Health Care,1750,Contact,,,2025-12-09 14:23,1,,,0,,,
10707679863,JPMorgan Chase,jpmchase.com,jpmchase.com,https://linkedin.com/company/jpmorganchase,18006341969,383 Madison Avenue,New York,New York,10017,United States,Banking,288474,Contact,,,2023-01-12 22:26,3,,,0,,,
49743911708,Johnson Memorial Health Services (FKA Johnson Memorial Hospital),jmhsmn.org,jmhsmn.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
15358099281,Johnson & Johnson,its.jnj.com,its.jnj.com,https://linkedin.com/company/johnson,17325240400,Johnson And Johnson Plaza,New Brunswick,New Jersey,8933,United States,Pharmaceuticals,144300,Contact,Lisa Israelovitch,2024-08-09 11:15,2023-04-01 10:15,6,,,0,,,
39366020679,Johns Hopkins University,jhu.edu,jhu.edu,https://linkedin.com/school/johns-hopkins-university,14105168000,3400 North Charles Street,Baltimore,Maryland,21218,United States,Higher Education,12000,Contact,,2025-08-20 14:54,2025-09-11 13:33,2,,New,0,,,jhmi.edu
49748588919,Johns Hopkins Medicine,hopkinsmedicine.org,hopkinsmedicine.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
8108288912,Jewish General Hospital (Mcgill University),jgh.mcgill.ca,jgh.mcgill.ca,https://linkedin.com/school/desautelsmcgill, +1 514 398 3000,845 Rue Sherbrooke O,Montreal,Quebec,H3A,Canada,Higher Education,12000,,Lisa Israelovitch,2023-09-26 5:53,2022-03-05 21:51,2,,,0,,,jgh.ca
13028099239,JAPR,japrtech.com,japrtech.com,https://linkedin.com/company/japrtech,,,Toronto,Ontario,,Canada,Information Technology and Services,10,Contact,,2023-02-15 16:01,2023-02-13 9:07,1,,,0,,,
49828241994,Jacobson Memorial Hospital & Care Center,jacobsonhospital.org,jacobsonhospital.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
39365247575,Jackson North Medical Center,jhsmiami.org,jhsmiami.org,, +1 305-651-1100,160 Northwest 170th Street,Miami,Florida,33169,United States,Hospital & Health Care,37000,Contact,Lisa Israelovitch,2025-09-27 11:24,2025-09-11 13:33,1,,,0,,,
49769127196,Jackson Hospital,jackson.org,jackson.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
15650690148,J.P. Morgan & Co.,jpmorgan.com,jpmorgan.com,https://linkedin.com/company/jpmorgan, +1 212-270-6000,245 Park Avenue,New York,New York,10029,United States,Banking,271025,Contact,Lisa Israelovitch,2025-07-28 11:30,2023-05-03 19:04,2,,,0,,,
8777539092,IU Health,iuhealth.org,iuhealth.org,https://linkedin.com/company/indiana-university-health,13179631661,3635 Tallwood Ln.,Greenwood,IN,46143,United States,Hospital & Health Care,38474,Contact,Greg Zenko,2026-02-06 12:12,2022-05-24 16:56,6,,New,0,,,
42743734330,InVita Healthcare Technologies,invitahealth.com,invitahealth.com,https://linkedin.com/company/invita-healthcare-technologies, +1 310-392-1400,180 West Ostend Street,Baltimore,Maryland,21230,United States,"Health, Wellness and Fitness",121,Contact,Lisa Israelovitch,2025-12-03 15:00,2025-10-27 20:59,3,,,0,,,
8691859050,InvestissementQuébec,invest-quebec.com,invest-quebec.com,https://www.linkedin.com/company/investissement-quebec,,600 Rue De La Gauchetière Ouest,Montréal,Québec,H3B 4L2,Canada,Financial Services,5000,,Lisa Israelovitch,2026-02-05 10:15,2022-05-13 16:13,6,,,0,,,
39368797972,Intuitive,intusurg.com,intusurg.com,https://linkedin.com/company/intuitivesurgical, +1 408-523-2100,,,California,,United States,,9793,Contact,,,2025-09-11 13:33,2,,,0,,,
18101175872,Intermountain Healthcare,intermountainhealthcare.org,https://intermountainhealthcare.org/,https://linkedin.com/company/intermountain-healthcare,4356761261,36 State Street,Salt Lake City,Utah,84111,United States,Hospital & Health Care,64000,Opportunity,Lisa Israelovitch,2026-02-10 14:55,2023-11-15 22:05,25,1,Open Deal,0,,,imail.org
15960513682,Intercom,org-chart-44924e9daaa8.intercom-mail.com,org-chart-44924e9daaa8.intercom-mail.com,https://www.linkedin.com/company/intercom, +1 916-747-6355,55 2nd Street,San Francisco,CA,94105,United States,Professional Training & Coaching,5000,Contact,Lisa Israelovitch,,2023-06-04 17:07,1,,,0,,,
10147154945,Intel,intel.com,intel.com,https://linkedin.com/company/intel-corporation, +1 408-765-8080,2200 Mission College Boulevard,Santa Clara,California,95054,United States,Semiconductors,121100,Lead,,,2022-11-21 17:18,1,,,0,,,
38710858345,Integrity Power Search,integritypowersearch.com,integritypowersearch.com,https://linkedin.com/company/integrity-power-search,,,,,,United States,Computer Software,45,Contact,Josh Buehler,2026-02-10 9:52,2025-08-26 13:54,5,,,0,,,
15965592582,Integrity Management Advisors,imallc.com,imallc.com,,16177774099,,,,1748,,Management Consulting,,Contact,Lisa Israelovitch,2025-05-05 9:30,2023-06-05 8:49,1,,,0,,,
16045377642,Integrated Media Group,growwithimg.com,growwithimg.com,https://linkedin.com/company/integrated-media-group, +1 855-511-9100,1145 Reservoir Avenue,Cranston,Rhode Island,2920,United States,Marketing and Advertising,30,Contact,,,2023-06-12 14:10,1,,,0,,,
41885306180,Integrated Healthcare Associates (IHA) - Trinity ,ihacares.com,ihacares.com,https://linkedin.com/company/integrated-health-associates,,24 Frank Lloyd Wright Drive,Ann Arbor,Michigan,48105,United States,Hospital & Health Care,2250,Contact,Lisa Israelovitch,2025-09-14 8:20,2025-10-16 13:47,1,,New,0,,,
9135058567,Intagleo Systems,intagleo.com,intagleo.info,https://linkedin.com/company/intagleo-systems, +1 408-469-4384,268 Bath Road,Slough,England,SL1 4DX,United Kingdom,Information Technology and Services,110,,,,2022-07-14 17:20,1,,,0,,,intagleo.info
9636432767,Insight Partners,insightpartners.com,insightpartners.com,https://linkedin.com/company/insight--partners, +1 212-230-9200,1114 6th Avenue,New York,New York,10036,United States,Venture Capital & Private Equity,326,Opportunity,Lisa Israelovitch,2026-01-27 9:35,2022-09-21 8:02,7,1,,0,,,
45865692498,Inovia Capital,inoviacapital.com,inoviacapital.com,https://www.linkedin.com/company/inovia-capital,15143349688,3 Place Ville Marie,Montreal,Quebec,H3B 2E3,Canada,Venture Capital & Private Equity,200,Opportunity,Lisa Israelovitch,2025-02-06 10:00,2023-11-06 21:56,2,1,,0,,,inovia.vc
16870150728,Inovatek,inovatek.net,inovatek.net,https://linkedin.com/company/inovatek-canada,18003568933,,,,10018,,Consumer Services,,Contact,Lisa Israelovitch,,2023-08-07 12:59,0,,,,,,
44066590239,Inova Surgery Center - Loudoun,loudounsc.com,loudounsc.com,,15712096465,,,,,,,,Contact,,,2025-11-06 14:19,1,,,0,,,
35611098530,Inova Health System,inova.org,https://www.inova.org/,https://www.linkedin.com/company/inova-fairfax-hospital, +1 703-205-2165,3300 Gallows Road,Falls Church,VA,,United States,Hospital & Health Care,50000,Opportunity,Lisa Israelovitch,2026-01-23 9:07,2025-02-16 12:00,25,1,Open Deal,0,,,
30409402930,Inova Ambulatory Surgery Center,,https://www.inova.org,https://linkedin.com/company/inova-fairfax-hospital,18662566372,,Falls Church,Virginia,,United States,Hospital & Health Care,17396,Opportunity,Lisa Israelovitch,2025-07-10 8:42,2025-02-26 10:21,1,1,New,,,,
8112239751,Innovitech,innovitech.com,innovitech.com,https://linkedin.com/company/innovitech,5143989772,740 Rue Notre-Dame Ouest,Montreal,Quebec,H3C 3X6,Canada,Information Technology and Services,75,,,2023-03-26 10:58,2022-03-05 21:48,6,,,0,,,
30408021519,Innovative Cultures Consulting,innovative-cultures.com,https://innovative-cultures.com,,15108381962,,,,,,Hospital & Health Care,,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,,1,2025-03-02 12:51,"2025 ORBM Webinar Registration: New form (February 10, 2025 1:45:09 PM EST)",
50827322220,Innovation,ised-isde.gc.ca,ised-isde.gc.ca,https://linkedin.com/company/innovation-science-and-economic-development-innovation-sciences-et-d,18669971936,,,,,Canada,,3,Contact,Lisa Israelovitch,2026-02-10 9:08,2026-02-08 22:04,1,,,0,,,
16076869022,Innospark Ventures,innospark.vc,innospark.vc,https://linkedin.com/company/innosparkventures,16176814900,,Boston,Massachusetts,2212,United States,Venture Capital & Private Equity,13,Contact,Lisa Israelovitch,2025-02-21 13:00,2023-06-14 19:07,2,,,0,,,
10079087367,InHealth Ventures,inhealth.vc,inhealth.vc,https://linkedin.com/company/inhealth-ventures-limited,,Buckingham Palace Road,City of Westminster,England,SW1W 9SR,United Kingdom,Venture Capital & Private Equity,5,Lead,,2022-11-24 4:30,2022-11-15 8:17,1,,,0,,,
30419957306,Infinity Medical Managment,cms.gov,https://www.cms.gov,https://linkedin.com/company/centers-for-medicare, +1 202-690-6145,7500 Security Blvd,Windsor Mill,Maryland,21244,United States,Government Administration,4100,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,New,,,,
9958826756,IndiWork,indiwork.com,indiwork.com,https://linkedin.com/company/indiwork-software-solutions-pvt.-limited,,650 West Grand Avenue,Elmhurst,Illinois,60126,United States,Information Technology and Services,60,Lead,,2022-11-08 23:30,2022-11-02 13:23,1,,,0,,,
9840441401,Indicator Ventures,indicatorventures.com,indicatorventures.com,https://linkedin.com/company/indicator-ventures,,27 West 20th Street,New York,New York,10011,United States,Venture Capital & Private Equity,20,Lead,,2022-10-27 10:26,2022-10-18 22:06,2,,,0,,,
9493824569,Indiana University–Purdue University Indianapolis,iupui.edu,iupui.edu,https://linkedin.com/company/iupui,13172744591,420 University Boulevard,Indianapolis,Indiana,46202,United States,Higher Education,3500,Lead,,2022-09-23 10:52,2022-08-30 19:11,1,,In Progress,0,,,
8777438329,Indiana University,iu.edu,iu.edu,https://linkedin.com/school/indiana-university-school-of-medicine,13172744591,1020 E Kirkwood Ave,Indianapolis,Indiana,46262,United States,Higher Education,8733,Contact,,2022-10-28 8:00,2022-05-24 16:56,2,1,New,0,,,
39351912269,Indiana Regional Medical Center,indianarmc.org,indianarmc.org,https://linkedin.com/company/indiana-regional-medical-center,,835 Hospital Road,Indiana,Pennsylvania,15701,United States,,3500,Contact,Josh Buehler,,2025-09-10 15:41,2,,New,0,,,
30409402931,Independent Consultant,waltermagiera.com,https://waltermagiera.com,,,1010 6th Avenue,New York,New York,10018,United States,Management Consulting,,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,,0,,,
46800357965,Incision,incision.care,incision.care,https://linkedin.com/company/incision-group,,63 Mauritskade,Amsterdam,Provincie Noord-Holland,1092 AD,The Netherlands,"Health, Wellness and Fitness",150,Contact,,,2025-12-08 20:04,1,,,0,,,
16198769415,In The Media,inthemedia.org,inthemedia.org,,,,,,,,,,Contact,Lisa Israelovitch,,2023-06-22 16:01,1,,,0,,,
49752458643,Illinois Department of Human Services,state.il.us,state.il.us,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
39365171816,IHES,ihesllc.com,ihesllc.com,,,101 Hampsted Lane,Franklin,Tennessee,37069,United States,Hospital & Health Care,,Contact,Lisa Israelovitch,2025-11-13 10:52,2025-09-10 15:41,1,,,0,,,
9640385098,Icahn School of Medicine at Mount Sinai,mssm.edu,mssm.edu,https://linkedin.com/school/icahnmountsinai,12122417091,1 Gustave L. Levy Place,New York,New York,10029,United States,Hospital & Health Care,6000,Lead,,2025-07-08 12:17,2022-09-21 15:28,2,,,0,,,
9725446242,iA7,ia7.ca,ia7.ca,https://linkedin.com/company/ia7,,,,,,Canada,Market Research,10,Lead,,2022-10-25 18:57,2022-10-03 17:35,1,,,0,,,
14973754720,i4 Capital,i4capital.vc,i4capital.vc,https://linkedin.com/company/i4-capital,14186416210,,,,,,Venture Capital & Private Equity,6,Contact,,,2023-03-06 14:33,1,,,0,,,
16913290566,Hypergen,hypergenioteam.com,hypergenioteam.com,https://www.linkedin.com/company/hypernova-ltd,,,Sofia,Sofia City Province,,Bulgaria,,50,Contact,Lisa Israelovitch,,2023-08-10 13:25,0,,,,,,
45364533428,Hypercare,hypercare.com,hypercare.com,https://linkedin.com/company/hypercare, +1 877-379-3533,,Toronto,Ontario,M5G 1L5,Canada,Hospital & Health Care,30,Contact,Lisa Israelovitch,2023-03-14 13:45,2023-02-07 19:20,2,,,0,,,hypercare.ca
43403874866,Huntsville Hospital Health System,hh.health,https://hh.health,,12562651000,5881 Green Valley Circle,Culver City,California,90230,United States,Hospital & Health Care,20000,Contact,,,2025-10-30 21:47,1,,New,,,,hhsys.org
39355938197,Huntsville Hospital,hhsys.org,hhsys.org,,12562657777,,,Alabama,,United States,,,Contact,,,2025-09-10 15:41,1,,,0,,,
42698809102,Huntington Health,huntingtonhealth.org,huntingtonhealth.org,,16263975000,100 West California Boulevard,Pasadena,California,91105,United States,Hospital & Health Care,3,Contact,Josh Buehler,,2025-10-27 11:46,1,,New,0,,,
16830992819,Humi,humi.ca,humi.ca,https://linkedin.com/company/humi-hr,18444384864,325 Front Street West,Toronto,Ontario,M5V 2Y1,Canada,Human Resources,130,Contact,Lisa Israelovitch,2023-09-14 15:16,2023-08-04 10:19,0,,,,,,
39344261768,Humboldt Park Health,hph.care,hph.care,,17732928200,,,,,,,900,Contact,,,2025-09-11 13:33,1,,,0,,,
39099840046,Humaniti Hotel,humanitihotel.com,humanitihotel.com,,15146572595,,,,,,,,Contact,Josh Buehler,2025-10-02 12:24,2025-09-03 12:09,3,,,0,,,
8112039310,HubSpot,hubspot.com,hubspot.com,https://linkedin.com/company/hubspot,18884827768,25 First Street,Cambridge,Massachusetts,2141,United States,Computer Software,8246,,Lisa Israelovitch,2026-01-14 10:36,2022-03-05 21:37,4,,,0,,,https://support.hubspot.com
9409126010,HUB International,hubinternational.com,hubinternational.com,https://linkedin.com/company/hub-international,19058475500,95 Millennium Boulevard,Moncton,New Brunswick/Nouveau-Brunswick,E1E 2G7,Canada,Insurance,10000,Lead,Lisa Israelovitch,2026-02-02 19:59,2022-08-18 11:36,5,,,0,,,
49763873641,HPI Community Hospital (AKA Healthcare Partners Investments),hpillc.org,hpillc.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
35246122926,Houston Physicians' Hospital,houstonphysicianshospital.com,https://www.houstonphysicianshospital.com/,https://linkedin.com/company/houston-physicians,,333 North Texas Avenue,Webster,Texas,77598,United States,Hospital & Health Care,240,Contact,Lisa Israelovitch,2025-11-09 11:09,2025-06-19 20:41,1,,New,0,,,
35499107252,Houston Methodist,houstonmethodist.org,houstonmethodist.org,https://linkedin.com/company/houston-methodist,12814090621,6565 Fannin Street,Houston,Texas,77030,United States,Hospital & Health Care,17000,Contact,Greg Zenko,2025-07-28 20:02,2025-06-30 14:05,10,,New,0,,,
34366432809,Hotel St Paul,hotelstpaul.com,hotelstpaul.com,https://linkedin.com/company/st-paul-hotel,15143802222,355 Rue McGill,Montreal,Quebec,H2Y 2E8,Canada,Hospitality,125,Contact,Lisa Israelovitch,2025-12-16 11:38,2025-05-29 17:53,1,,,0,,,
42869836557,Hospital Sisters Health System,hshs.org,hshs.org,https://linkedin.com/company/hospital-sisters-health-system,12175234747,4936 Laverna Road,Springfield,Illinois,62707,United States,Hospital & Health Care,14626,Contact,Josh Buehler,,2025-10-27 11:46,1,,New,0,,,
42711777430,Hospital Israelita Albert Einstein,einstein.br,einstein.br,https://linkedin.com/company/hospital-albert-einstein,,627/701 Avenida Albert Einstein,,Sao Paulo,05652-010,Brazil,Hospital & Health Care,25931,Contact,Josh Buehler,,2025-10-27 11:46,1,,New,0,,,
9733712644,Hospital for Special Surgery,hss.edu,hss.edu,https://linkedin.com/company/hospital-for-special-surgery,12126061000,535 East 70th Street,New York,New York,10001,United States,Hospital & Health Care,14145,Contact,Lisa Israelovitch,2025-01-22 11:00,2022-10-04 16:26,4,,New,0,,,
9624056651,Horizons Ventures,horizons.com.hk,horizons.com.hk,https://linkedin.com/company/horizons-ventures,,,Hong Kong,Hong Kong Island,,Hong Kong,Venture Capital & Private Equity,30,Lead,,2025-02-27 9:00,2022-09-19 17:25,3,,,0,,,
30409232933,Horizon Health Network,horizonnb.ca,https://horizonnb.ca,https://linkedin.com/company/horizon-health-network,184422500220,,,New Brunswick/Nouveau-Brunswick,,Canada,Hospital & Health Care,13000,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,New,,,,
30034336104,Horizon Health,myhorizonhealth.org,myhorizonhealth.org,https://linkedin.com/company/horizon-health-paris-ill,,721 East Court Street,Paris,Illinois,61944,United States,Hospital & Health Care,270,Contact,Lisa Israelovitch,,2025-02-16 12:00,1,,New,0,,,
39357100038,HonorHealth,honorhealth.com,honorhealth.com,https://linkedin.com/company/honorhealth,16235805800,8125 N Hayden Rd,Scottsdale,Arizona,85258,United States,Hospital & Health Care,10500,Contact,Lisa Israelovitch,2026-02-10 10:27,2025-09-11 13:33,2,,New,0,,,
49519454505,HOME,revgo.co,revgo.co,,,,,,,,Professional Training & Coaching,,Contact,Lisa Israelovitch,2026-02-06 9:03,2026-01-22 23:57,1,,,0,,,
39353837099,Holland Hospital,hollandhospital.org,hollandhospital.org,https://linkedin.com/company/holland-hospital,,602 Michigan Avenue,Holland,Michigan,49423,United States,Hospital & Health Care,1750,Contact,,,2025-09-11 13:33,3,,New,0,,,
19598043022,Hilton,hilton.com,hilton.com,https://linkedin.com/company/hilton, +1 703-883-1000,7930 Jones Branch Drive,McLean,Virginia,22102,United States,Hospitality,142000,Contact,Lisa Israelovitch,2025-11-25 22:49,2024-03-19 11:47,1,,,0,,,
30417851919,Highline South Surgery Center managed by SurgeryDirect,highlinesouthasc.com,https://highlinesouthasc.com,https://linkedin.com/company/highline-south-ambulatory-surgery-center-llc,13039518100,5 West Dry Creek Circle,Littleton,Colorado,80120,United States,Hospital & Health Care,25,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,New,0,,,
36906233524,Henry Ford Health,henryford.com,hfhs.org,https://linkedin.com/company/henry-ford-health,15172057495,,Detroit,Michigan,48288,United States,Hospital & Health Care,33000,Contact,Greg Zenko,2025-07-28 18:34,2025-07-28 18:24,5,,New,0,,,hfhs.org
39371492190,Hendrick Health,hendrickhealth.org,hendrickhealth.org,https://linkedin.com/company/hendrick-health,13256702000,1900 Pine St,Abilene,Texas,79601,United States,Hospital & Health Care,1247,Contact,,,2025-09-11 13:33,2,,New,0,,,
49769127197,Helen Newberry Joy Hospital,hnjh.org,hnjh.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
10404663831,HEC Montréal,hec.ca,hec.ca,https://linkedin.com/company/ecole-des-dirigeants-hec-montreal, +1 514 340 6896,3000 Chemin de la Côte-Sainte-Catherine,Montreal,Quebec,H3T 2A7,Canada,Higher Education,1011,Contact,,2022-12-20 15:28,2022-12-20 12:31,1,,,0,,,
30415608934,Heaton Laser and Surgery Center,heatoneye.com,heatoneye.com,https://linkedin.com/company/heaton-eye-associates,,3415 Golden Road,Tyler,Texas,75701,United States,Hospital & Health Care,30,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,New,0,,,
46815949664,Heartland Ventures,heartlandvc.com,heartlandvc.com,https://linkedin.com/company/heartlandventures,14143310555,,Columbus,Ohio,43215,United States,Venture Capital & Private Equity,30,Contact,,,2025-12-08 20:04,1,,,0,,,
42692613677,Heartland Surgery Center,heartlandsurgery.com,heartlandsurgery.com,,,3515 30th Avenue,Kearney,Nebraska,68845,United States,,15,Contact,Josh Buehler,,2025-10-27 11:46,2,,,0,,,
18640476277,HealthTrust,healthtrustpg.com,healthtrustpg.com,https://linkedin.com/company/healthtrust-purchasing-group, +1 615-344-3000,1100 Charlotte Avenue,Nashville,Tennessee,37203,United States,Hospital & Health Care,600,Contact,Lisa Israelovitch,2025-05-01 13:30,2024-01-08 7:57,12,,,0,,,
49767897762,Healthcare Systems of America,hsahospitals.com,hsahospitals.com,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
49053035142,Healthcare Links,healthcarelinks.org,healthcarelinks.org,https://linkedin.com/company/healthcare-links,18453634585,,Cortlandt Manor,New York,10567,United States,Hospital & Health Care,5,Contact,Stephen Boswell,2026-02-10 17:23,2026-01-14 16:02,2,,,0,,,
28319418471,Healthcare Hq,healthcarehqmedia.com,healthcarehqmedia.com,https://linkedin.com/company/healthcarehq,,4 Westbrook Corporate Center,Westchester,Illinois,60154,United States,Hospital & Health Care,5,Contact,Lisa Israelovitch,2024-12-20 16:07,2025-01-09 21:24,1,,,0,,,
49749208600,Healthcare District of Palm Beach County,hcdpbc.org,hcdpbc.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
49774562458,Health Velocity Capital,healthvelocitycapital.com,healthvelocitycapital.com,https://linkedin.com/company/health-velocity-capital,14159862900,50 California Street,San Francisco,California,94111,United States,Capital Markets,4,Contact,Lisa Israelovitch,2026-02-09 6:09,2026-01-26 20:18,1,,,0,,,
49258428961,Health Sciences Centre,hsc.mb.ca,https://hsc.mb.ca,https://linkedin.com/company/health-sciences-centre,12047873661,700 William Avenue,Winnipeg,Manitoba,R3E 3J7,Canada,Hospital & Health Care,1250,Contact,Lisa Israelovitch,2026-02-10 18:00,2026-01-19 17:05,2,,,1,2026-01-19 17:05,Request a demo: Demo Request,
35499413544,Health First,hf.org,hf.org,https://linkedin.com/company/health-first, +1 321-434-1959,6450 U.S. 1,Rockledge,Florida,32955,United States,Hospital & Health Care,5152,Contact,Greg Zenko,2025-08-20 12:43,2025-06-30 12:56,3,,New,0,,,
15501931897,Health Equity Innovation Partners,chicagoarc.health,chicagoarc.health,https://linkedin.com/company/chicago-arc,18772978921,120 North Racine Avenue,Chicago,Illinois,60607,United States,Alternative Medicine,5,Contact,,2023-06-18 20:41,2023-04-18 22:07,1,,New,0,,,
16883332105,Health Connect Partners,hlthcp.com,hlthcp.com,https://linkedin.com/company/health-connect-partners,6154496234,65 Business Park Drive,Lebanon,Tennessee,37090,United States,Hospital & Health Care,30,Contact,Lisa Israelovitch,2023-11-16 10:29,2023-08-08 19:10,5,,,0,,,
15701348624,Headline,headline.com,headline.com,https://linkedin.com/company/headlinevc,971547039010,101 Montgomery Street,San Francisco,California,94102,United States,Capital Markets,248,Contact,Lisa Israelovitch,2023-05-10 11:00,2023-05-09 19:52,1,,,0,,,
8576946337,HCA Healthcare,hcahealthcare.com,hcahealthcare.com,https://linkedin.com/company/hca,16153449551,809 82nd Pkwy.,Myrtle Beach,SC,29572,United States,Hospital & Health Care,309000,Lead,Lisa Israelovitch,2025-04-18 14:09,2022-05-01 23:32,11,1,In Progress,0,,,
49739735968,Hawaii Health Systems Corp (AKA HHSC),hhsc.org,hhsc.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
8776931096,Harvard University,harvard.edu,harvard.edu,https://linkedin.com/school/harvard-medical-school,16174951000,86 Brattle St,Cambridge,Massachusetts,2138,United States,Higher Education,30243,,,,2022-05-24 16:38,1,,,0,,,
30416170094,Harvard Business School,hbs.edu,https://www.hbs.edu,,,,Boston,Massachusetts,2212,United States,Higher Education,2233,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,,0,,,
35561094433,Hartford Hospital,hhchealth.org,hhchealth.org,,18606961246,,Hartford,Connecticut,6101,United States,Hospital & Health Care,10000,Contact,Greg Zenko,2025-07-21 14:55,2025-06-30 13:10,3,,New,0,,,
49763565678,Hartford HealthCare (AKA Hartford Healthcare Corporation),hartfordhealthcare.org,hartfordhealthcare.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
50552054414,Harris Health System,harrishealth.org,harrishealth.org,https://linkedin.com/company/harris-health-system,,1504 Ben Taub Loop,Houston,TX,77030,United States,Hospital & Health Care,4384,Contact,Stephen Boswell,2026-02-06 12:16,2026-02-03 12:35,1,,,1,2026-02-03 12:35,Learn more about AssistIQ: Demo Request,
